LSOA CODE,INCOME SCORE,EMPLOYMENT SCORE,HEALTH DEPRIVATION AND DISABILITY SCORE,EDUCATION SKILLS AND TRAINING SCORE,BARRIERS TO HOUSING AND SERVICES SCORE,CRIME AND DISORDER SCORE,LIVING ENVIRONMENT SCORE,Indoors Sub-domain Score,Outdoors Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Children/Young People Sub-domain Score,Skills Sub-domain Score,IDACI score,IDAOPI score
E01013694,0.23,0.12,0.71,43.69,9.57,0.67,21.35,18.58,26.9,3.3,15.84,45.63,41.75,0.31,0.32
E01013695,0.33,0.19,1.03,55.28,10.59,0.23,21.36,15.4,33.29,7,14.18,56.39,54.17,0.5,0.3
E01013696,0.19,0.09,-0.02,16.14,20.4,1.07,6.94,2.45,15.92,23.21,17.59,12.24,20.03,0.3,0.27
E01013697,0.21,0.17,0.77,12.66,14.05,1.03,13.75,10.36,20.52,13.95,14.14,6.24,19.08,0.31,0.32
E01013698,0.25,0.12,0.48,34.82,12.27,0.65,23.01,11.29,46.45,9.98,14.57,25.59,44.05,0.43,0.26
E01013699,0.13,0.09,0.21,12.72,9.82,0.36,27.7,20.73,41.63,6.41,13.24,8.74,16.71,0.14,0.23
E01013700,0.15,0.1,0.71,20.92,9.62,0.35,16.59,11.48,26.8,2.32,16.92,13.58,28.26,0.11,0.28
E01013701,0.11,0.07,-0.2,9.58,23.8,-0.04,0.57,0.45,0.81,32.35,15.24,5.42,13.74,0.14,0.3
E01013702,0.08,0.06,0.04,3.15,7.96,0.13,17.44,10.34,31.62,5.21,10.71,2,4.3,0.09,0.14
E01013703,0.04,0.05,-0.26,0.99,23.08,-0.34,8.23,3.13,18.43,32.6,13.56,0.11,1.86,0,0.05
E01013704,0.06,0.04,0.29,0.62,25.75,-0.53,13.97,12.17,17.56,38.21,13.28,0.66,0.58,0.07,0.11
E01013705,0.14,0.11,0.38,11.39,22.62,0.57,8.87,5.47,15.67,24.18,21.06,11.26,11.52,0.21,0.16
E01013706,0.04,0.03,-0.43,1.15,29.82,-0.67,9.69,2.94,23.2,49.55,10.08,1.45,0.85,0.05,0.06
E01013707,0.08,0.05,0.17,2.39,11.84,-0.55,11.21,5.02,23.59,15.6,8.07,1.45,3.34,0.07,0.16
E01013708,0.08,0.06,-0.12,8.4,10.32,0.14,12.9,4.52,29.65,8.48,12.16,3.29,13.52,0.09,0.12
E01013709,0.1,0.07,0.06,12.82,13.96,-0.19,6.37,2.35,14.41,11.42,16.49,11.35,14.28,0.12,0.17
E01013710,0.07,0.08,0.31,3.36,22.43,0.13,31.26,20.47,52.83,21.26,23.6,5.3,1.42,0.05,0.13
E01013711,0.14,0.15,0.92,1.21,20.85,0.23,26.45,19.14,41.05,16.8,24.9,1.19,1.22,0.08,0.23
E01013712,0.07,0.05,0.09,1.49,25.46,0.16,17.67,11.2,30.62,36.6,14.31,1.7,1.29,0.06,0.13
E01013713,0.26,0.15,0.34,33.59,14.15,0.86,31.88,16.68,62.28,3.42,24.89,11.48,55.7,0.29,0.56
E01013714,0.22,0.12,0.5,37.6,14.03,0.52,18.72,14.44,27.29,2.97,25.08,12.21,62.98,0.25,0.52
E01013715,0.24,0.12,0.27,44.76,16.33,0.25,27.89,13.24,57.2,5.08,27.58,12.06,77.45,0.23,0.53
E01013716,0.25,0.13,0.37,31.68,15.41,0.49,32.39,15.75,65.66,5.74,25.08,8.06,55.29,0.31,0.56
E01013717,0.27,0.12,0.55,23.15,23.44,0.18,37.63,28.25,56.38,22.71,24.16,7.65,38.66,0.4,0.51
E01013718,0.3,0.13,0.65,38.26,12.88,0.42,27.06,17.4,46.37,0.44,25.32,16.43,60.1,0.37,0.72
E01013719,0.27,0.13,0.48,36.03,13.54,0.11,28.79,17.63,51.11,1.81,25.26,11.45,60.61,0.29,0.66
E01013720,0.49,0.26,1.17,47.44,16.33,1.32,36.87,18.99,72.62,2.73,29.92,21.09,73.78,0.42,0.75
E01013721,0.22,0.12,0.51,36.15,15.05,1.82,17.51,7.41,37.72,16.72,13.38,33.79,38.52,0.36,0.25
E01013722,0.36,0.19,1.02,91.56,9.76,1.05,15.52,2.91,40.73,5.27,14.26,86.53,96.59,0.49,0.38
E01013723,0.37,0.19,1.07,84.48,11.21,1.3,14.67,3.87,36.26,8.55,13.87,80.78,88.18,0.48,0.4
E01013724,0.36,0.2,1.26,73.13,9.22,0.76,14.89,5.71,33.25,4.27,14.18,61.47,84.79,0.47,0.49
E01013725,0.45,0.21,1.24,87.23,11.71,1.96,26.37,8.94,61.23,5.46,17.96,82.86,91.59,0.6,0.56
E01013726,0.53,0.32,1.83,81.12,15.97,1.56,23.47,11.49,47.42,12.48,19.45,89.44,72.8,0.71,0.59
E01013727,0.36,0.21,1.44,93.55,14.42,1.23,16.73,11.52,27.15,11.19,17.65,94.8,92.31,0.56,0.38
E01013728,0.42,0.16,0.9,79.01,13.39,1.33,18.9,10.38,35.92,10.9,15.88,82.03,76,0.59,0.36
E01013729,0.15,0.08,0.34,48.36,11.62,0.52,10.03,5.18,19.75,10.9,12.34,44.86,51.85,0.3,0.19
E01013730,0.41,0.26,1.74,69.01,13.37,1.6,12.59,7.86,22.05,7.61,19.14,64.76,73.26,0.62,0.34
E01013731,0.29,0.12,0.86,54.4,16.7,0.76,4.44,2.15,9.03,18.97,14.44,66.52,42.27,0.49,0.25
E01013732,0.18,0.09,0.24,29.12,17.92,0.23,29.02,25.6,35.87,17.14,18.69,19.11,39.14,0.24,0.27
E01013733,0.1,0.09,0.53,21.37,32.05,-0.55,10.99,6.89,19.19,47.91,16.19,18.4,24.33,0.1,0.29
E01013734,0.15,0.1,0.16,15.81,25.48,0.2,24.96,12.32,50.25,29.6,21.36,0.81,30.8,0.12,0.39
E01013735,0.14,0.12,0.35,18.78,22.87,-0.49,21.32,8.67,46.62,20.16,25.58,4.62,32.94,0.1,0.34
E01013736,0.09,0.07,-0.06,24.34,33.69,-0.38,19.85,15.38,28.79,47.8,19.58,10.71,37.98,0.15,0.1
E01013737,0.15,0.1,0.15,23.01,32.4,-0.73,8.1,7.02,10.26,39.98,24.82,10.42,35.6,0.17,0.47
E01013738,0.15,0.09,0,26.79,15.59,1.04,19.25,10.2,37.36,9.85,21.32,4.63,48.95,0.18,0.29
E01013739,0.23,0.18,1.04,20.75,22.81,0.44,20.48,13.92,33.6,18.23,27.39,6.26,35.24,0.23,0.41
E01013740,0.15,0.1,0.13,23.58,23,0.16,17.21,9.6,32.43,21.82,24.18,9.21,37.94,0.13,0.39
E01013741,0.15,0.09,0.19,27.96,15.23,0.3,30.53,30.24,31.1,6.76,23.69,4.35,51.58,0.18,0.37
E01013742,0.41,0.15,0.68,55.38,15.21,0.08,24.32,17.67,37.61,3.35,27.07,15.08,95.68,0.42,0.93
E01013743,0.38,0.14,0.65,62.37,15.7,-0.09,29.62,19.4,50.06,1.12,30.29,33,91.74,0.46,0.93
E01013744,0.29,0.13,0.16,56.39,15.6,-0.46,27.58,13.78,55.19,3.26,27.94,15.18,97.59,0.25,0.83
E01013745,0.34,0.12,0.75,44.14,15.07,0.73,39.66,17.15,84.68,1.58,28.56,17.27,71,0.37,0.92
E01013746,0.48,0.24,1.15,57.66,19.6,1.11,39.5,23.87,70.75,2.02,37.17,21.79,93.54,0.53,0.83
E01013747,0.28,0.12,0.67,37.2,15.55,-0.13,23.27,19.24,31.34,5.77,25.33,21.16,53.23,0.4,0.47
E01013748,0.56,0.24,1.49,33.34,16.49,0.91,39.28,22.12,73.6,1.05,31.94,27.17,39.51,0.77,0.85
E01013749,0.25,0.11,0.52,29.37,16.04,0.18,27.19,12.95,55.67,7.67,24.41,13.81,44.93,0.28,0.4
E01013750,0.26,0.12,0.37,39.35,12.44,0.14,36.29,24.09,60.68,0.52,24.35,15.04,63.67,0.27,0.55
E01013751,0.35,0.14,0.42,48.16,13.09,0.15,30.69,15.55,60.96,0.25,25.92,17.53,78.78,0.42,0.77
E01013752,0.35,0.14,0.46,42.4,13.47,-0.06,25.31,12.46,51.01,2.07,24.88,14.44,70.37,0.45,0.74
E01013753,0.43,0.17,0.91,39.73,13.42,0.21,29.7,18.73,51.64,0.05,26.79,22.51,56.94,0.48,0.85
E01013754,0.68,0.34,1.39,33.28,21.38,0.91,56.52,43.87,81.81,14.15,28.6,15.19,51.37,0.78,0.73
E01013755,0.75,0.33,1.73,36.19,17.29,0.46,66.49,58.46,82.56,7.43,27.16,26.74,45.65,0.87,0.73
E01013756,0.24,0.1,0.21,23.38,10.83,0.49,30.76,26.97,38.36,0.95,20.71,28.56,18.21,0.37,0.4
E01013757,0.17,0.09,0,14.63,23.28,-0.21,8.96,5.6,15.7,29.11,17.45,8.24,21.03,0.21,0.25
E01013758,0.24,0.08,0.35,33.42,12.15,0.35,23.93,20.36,31.06,1.61,22.69,17.44,49.39,0.29,0.53
E01013759,0.14,0.09,0.11,14.65,17.58,-0.07,5.98,2.87,12.19,14.7,20.46,4.73,24.57,0.16,0.24
E01013760,0.33,0.18,1.7,25.73,12.96,1.33,44.06,35.73,60.73,0.87,25.05,39.04,12.43,0.46,0.81
E01013761,0.41,0.17,0.94,48.3,14.73,0.52,36.75,24.48,61.28,2.34,27.12,34.03,62.56,0.48,0.72
E01013762,0.38,0.15,0.95,29.17,12.96,0.13,27.63,22.25,38.39,0.46,25.47,19.48,38.85,0.56,0.66
E01013763,0.31,0.14,0.74,17.44,14,0.7,46.83,37.1,66.27,1.13,26.86,25.71,9.16,0.49,0.6
E01013764,0.2,0.11,0.32,21.95,14.26,-0.4,13.13,3.68,32.05,6.18,22.34,9.74,34.16,0.29,0.34
E01013765,0.23,0.12,0.91,40.45,12.99,0.52,33.24,25.48,48.75,0.6,25.39,51.86,29.05,0.32,0.54
E01013766,0.21,0.1,0.22,19.51,12.96,0.34,20.98,10.66,41.61,3.09,22.84,8.11,30.91,0.26,0.44
E01013767,0.16,0.11,0.35,26.87,10.34,0.75,13.14,7.83,23.76,5.32,15.36,26.91,26.84,0.19,0.2
E01013768,0.28,0.18,1.14,40.85,14.32,0.58,15.56,11.01,24.67,8.85,19.79,27.41,54.29,0.32,0.36
E01013769,0.32,0.23,1.78,60.15,14.64,0.63,21.82,18.32,28.81,8.75,20.53,48.91,71.39,0.33,0.44
E01013770,0.17,0.11,0.81,22.74,18.23,0.1,13.1,10.48,18.34,24.78,11.68,14.62,30.87,0.17,0.27
E01013771,0.18,0.09,0.06,18.6,22.33,-0.35,16.36,9.66,29.77,28.49,16.17,11.8,25.41,0.26,0.27
E01013772,0.26,0.14,0.66,69.46,10.83,0.41,28.05,29.65,24.85,2.34,19.33,61.12,77.8,0.4,0.25
E01013773,0.21,0.14,1.1,38.93,16.12,0.1,5.65,4.07,8.81,14.07,18.17,22,55.85,0.25,0.36
E01013774,0.15,0.07,0.17,25.31,10.85,1.41,46.25,44.06,50.62,1.05,20.64,43.84,6.78,0.31,0.39
E01013775,0.13,0.08,0.39,24.86,16.65,1.57,43.31,47.34,35.24,16.5,16.8,40.88,8.84,0.29,0.33
E01013776,0.19,0.12,1.25,34.93,15.52,1.71,55.7,53.77,59.55,5.2,25.83,64.74,5.13,0.29,0.51
E01013777,0.15,0.08,0.56,15.86,7.67,1.32,43.91,51.87,27.99,0.16,15.17,22.09,9.62,0.35,0.27
E01013778,0.22,0.11,1.07,24.35,16.07,1.54,27.02,15.66,49.72,9.69,22.45,35.23,13.48,0.52,0.49
E01013779,0.14,0.1,1.28,31.67,13.47,1.24,52.27,52.57,51.67,2.31,24.63,60.33,3.02,0.18,0.45
E01013780,0.06,0.07,-0.07,5,11.68,0.93,24.39,11.29,50.58,8.46,14.9,3.97,6.02,0.06,0.11
E01013781,0.2,0.18,1.39,33.83,14.69,1.24,54.23,57.5,47.69,2.5,26.87,57.98,9.68,0.23,0.37
E01013782,0.12,0.09,0.87,12.68,9.48,1.18,40.29,39.47,41.94,2.66,16.3,18.19,7.16,0.11,0.28
E01013783,0.06,0.06,-0.1,8.83,8.15,0.45,21.03,7.73,47.65,6.97,9.33,10.41,7.24,0.04,0.16
E01013784,0.11,0.07,0.21,2.97,11.02,0.95,28.11,28.02,28.29,3.08,18.96,1.62,4.33,0.18,0.24
E01013785,0.07,0.06,0.29,4.36,17.86,1.78,17.18,3.28,44.97,27,8.71,1.78,6.94,0.06,0.18
E01013786,0.12,0.09,0.26,15.05,11.24,1.47,32.55,21.57,54.51,4.21,18.26,12.53,17.56,0.16,0.2
E01013787,0.04,0.04,-0.36,2.53,44.68,-1.47,12.67,17.5,3.01,87.7,1.66,1.72,3.34,0.05,0.08
E01013788,0.04,0.04,-1.07,6.88,29.32,-1.34,5.2,7.28,1.03,57.78,0.87,8.42,5.33,0.03,0.09
E01013789,0.05,0.04,-0.7,16.57,40.61,-0.13,20.52,23.59,14.39,79.57,1.65,19.58,13.55,0.07,0.06
E01013790,0.05,0.05,-0.44,17.52,46.24,-0.57,10.92,15,2.77,90.17,2.32,17.13,17.92,0.04,0.09
E01013791,0.07,0.04,-0.22,8.38,29.04,-1.15,19.64,15.62,27.66,53.6,4.49,4.54,12.22,0.06,0.11
E01013792,0.03,0.04,-0.62,2.07,40.59,-1.04,7.8,10.21,2.98,80.76,0.42,0.89,3.24,0.04,0.04
E01013793,0.05,0.04,-0.74,4.89,22.35,-0.66,13.22,19.32,1.02,42.52,2.18,2.14,7.65,0.08,0.07
E01013794,0.05,0.05,-0.44,1.77,42.62,-0.97,14.36,18.9,5.27,84.4,0.84,0.45,3.08,0.06,0.06
E01013795,0.07,0.06,-0.04,5.75,47.93,0.16,23.09,26.81,15.63,92.94,2.92,8.43,3.07,0.06,0.1
E01013796,0.04,0.02,-0.82,7.83,21.34,-1.07,8.47,11.6,2.21,38.63,4.05,10.19,5.47,0.04,0.1
E01013797,0.04,0.03,-0.69,6.37,23.76,-1,9.15,9.38,8.69,45.71,1.81,6.26,6.48,0.03,0.07
E01013798,0.03,0.03,-1.2,4.18,21.41,-1.12,1.47,0.41,3.57,41.83,1,4.2,4.15,0.06,0
E01013799,0.07,0.04,-0.41,12.87,4.73,0.31,18.66,20.09,15.81,4.98,4.49,14.81,10.93,0.05,0.19
E01013800,0.06,0.05,-0.2,21.39,18.22,-0.73,2.46,2.79,1.81,33.86,2.57,19.31,23.47,0.07,0.09
E01013801,0.13,0.08,0.35,30.54,11.85,-0.01,15.98,20.38,7.19,20.74,2.96,39.25,21.83,0.17,0.17
E01013802,0.07,0.05,-0.46,5.79,14.54,-0.42,6.57,7.85,3.99,26.63,2.45,4.53,7.05,0.08,0.08
E01013803,0.07,0.04,-0.53,10.64,9.17,-0.79,3.09,2.12,5.04,16.57,1.77,9.24,12.04,0.11,0.09
E01013804,0.05,0.04,-1.14,10.38,23.84,-0.86,4.92,4.51,5.74,46.84,0.83,11.63,9.14,0.07,0.07
E01013805,0.07,0.05,-0.51,9.18,26.72,-0.37,13.99,10.46,21.05,51.24,2.19,9.51,8.85,0.08,0.09
E01013806,0.05,0.04,0.29,9.26,6.47,-0.53,10,14.34,1.32,9.49,3.44,8.54,9.98,0.03,0.12
E01013807,0.07,0.06,-0.06,4.3,13.05,-0.07,6.43,7.37,4.54,23.34,2.75,5.07,3.53,0.09,0.07
E01013808,0.11,0.07,0.12,10.79,7.3,-0.09,3.37,3.66,2.78,9.83,4.77,6.54,15.05,0.1,0.16
E01013809,0.04,0.03,-0.72,4.38,36.27,-1.22,6.81,8.26,3.92,71.97,0.57,2.44,6.33,0.06,0.07
E01013810,0.29,0.13,1.11,40.88,17.42,1.23,34.51,26.9,49.74,1.25,33.59,53.4,28.36,0.42,0.44
E01013811,0.27,0.16,1.24,48.27,17.77,1.99,36.36,33.08,42.91,0.22,35.31,75.49,21.04,0.41,0.58
E01013812,0.36,0.16,0.92,55.18,18.06,1.78,31.94,18.63,58.57,0.17,35.94,78.7,31.65,0.55,0.45
E01013813,0.2,0.11,1.61,41.98,29.94,2.01,26.87,10.96,58.68,26.59,33.29,69.29,14.66,0.78,0.81
E01013814,0.18,0.13,1.15,24.83,20.24,1.91,36.69,27.51,55.05,3.02,37.46,41.65,8,0.46,0.36
E01013815,0.19,0.17,2.16,32.7,24.88,2.54,41.85,24.51,76.54,10.19,39.58,59.78,5.63,0.45,0.68
E01013816,0.16,0.08,0.88,21.86,25.22,1.72,27.75,11.18,60.89,11.68,38.75,32.22,11.49,0.56,0.59
E01013817,0.48,0.22,1.02,87.48,18.11,2.42,26.42,13.84,51.6,7.39,28.82,89.92,85.04,0.73,0.42
E01013818,0.6,0.29,1.54,97.09,20.09,2.32,8.64,5.22,15.47,10.79,29.39,98.59,95.59,0.79,0.53
E01013819,0.31,0.2,1.14,57.02,20.57,2.12,26.22,13.83,50.99,11.27,29.87,55.01,59.03,0.44,0.39
E01013820,0.35,0.16,0.92,74.63,15.56,1.52,18.27,7.67,39.47,4.25,26.88,80.69,68.58,0.52,0.35
E01013821,0.37,0.18,0.77,77.71,14.06,2.08,28.11,8.61,67.12,2.73,25.4,76.59,78.83,0.54,0.35
E01013822,0.42,0.23,0.91,83.92,16.1,2.01,17.45,9.97,32.43,4.08,28.12,78.87,88.97,0.6,0.4
E01013823,0.3,0.14,0.84,66.64,16.89,1.52,29.25,18.62,50.51,7.42,26.36,73.6,59.69,0.44,0.43
E01013824,0.34,0.16,0.56,64.96,15.59,1.67,23.02,12.71,43.65,4.26,26.92,71.55,58.38,0.47,0.29
E01013825,0.36,0.18,1.03,61.08,14.26,2.18,35.12,20.3,64.76,4.84,23.67,60.57,61.6,0.56,0.31
E01013826,0.5,0.22,1.11,73.08,17.64,2.12,23.06,13.13,42.92,6.88,28.4,75.96,70.21,0.78,0.38
E01013827,0.26,0.12,0.72,50.71,25.97,0.98,16.49,10.74,28,24.22,27.73,58.43,42.98,0.38,0.31
E01013828,0.16,0.11,0.4,25.45,23.32,1.05,29.32,28.81,30.34,26.94,19.7,25.2,25.69,0.26,0.18
E01013829,0.22,0.13,0.74,26.27,14.11,1.3,32.97,10.77,77.37,4.58,23.64,37.81,14.73,0.37,0.4
E01013830,0.22,0.13,0.43,41.77,18.06,1.76,27.26,6.74,68.29,15.51,20.61,55.22,28.31,0.41,0.21
E01013831,0.09,0.08,0.43,22.17,28.64,1.46,11.35,4.5,25.05,39.38,17.9,17.37,26.97,0.13,0.12
E01013832,0.2,0.14,0.76,27.34,20.58,1.48,32.81,14.77,68.87,9.99,31.18,35.84,18.85,0.37,0.33
E01013833,0.25,0.15,1.01,52.82,20.41,2.1,31.66,17.43,60.12,13.2,27.62,55.2,50.44,0.34,0.37
E01013834,0.34,0.17,1.33,56.97,23.29,1.02,24.41,10.13,52.97,20.74,25.84,54.35,59.59,0.54,0.34
E01013835,0.28,0.15,1.46,33.08,19.99,1.11,16.43,8.37,32.56,13.7,26.27,39.66,26.51,0.44,0.44
E01013836,0.29,0.14,0.83,33.95,17.48,1.32,36.34,18.17,72.67,9.16,25.8,44.11,23.79,0.46,0.46
E01013837,0.12,0.08,0.49,10.57,18.88,0.55,21.99,12.1,41.76,17.24,20.52,13,8.14,0.17,0.18
E01013838,0.08,0.05,0.17,13.72,18.25,0.17,21.24,16.36,31,20.7,15.8,15.52,11.92,0.15,0.16
E01013839,0.32,0.17,1.28,51.19,14.19,1.36,33.31,31.69,36.57,0.94,27.44,81.16,21.23,0.49,0.41
E01013840,0.12,0.07,0.57,11.57,15.82,0.99,23.28,18.71,32.43,8.27,23.38,15.53,7.61,0.18,0.23
E01013841,0.3,0.15,0.88,32.54,14.61,1.27,21.17,25.39,12.72,1.17,28.06,52.29,12.79,0.48,0.38
E01013842,0.26,0.11,0.85,33.3,14.08,1.1,50.4,43.28,64.65,0.49,27.66,49.48,17.11,0.42,0.4
E01013843,0.19,0.11,1.5,16.11,17.86,1.33,30.29,22.15,46.56,0.88,34.85,28.19,4.04,0.31,0.4
E01013844,0.25,0.14,1.33,35.75,17.27,1.26,36.45,40.84,27.67,0.05,34.5,63.23,8.27,0.35,0.46
E01013845,0.26,0.12,0.72,33.23,13.51,0.64,35.59,40.37,26.02,1.42,25.6,48.98,17.48,0.36,0.49
E01013846,0.26,0.12,1.07,46.31,18.06,1.69,44.23,39.05,54.59,0.59,35.54,71.86,20.75,0.44,0.65
E01013847,0.24,0.11,0.41,37.84,18.23,1.75,36.61,29.98,49.88,2.4,34.06,59.83,15.85,0.47,0.37
E01013848,0.18,0.14,0.92,46.31,14.28,0.9,23.21,25.3,19.05,3.42,25.14,37.85,54.76,0.25,0.24
E01013849,0.34,0.21,1.38,72.77,24.17,2.19,11.89,6.07,23.53,16.57,31.78,84.4,61.13,0.52,0.41
E01013850,0.25,0.2,1.22,51.65,13.59,1.02,27.14,31.13,19.16,0.73,26.46,47.71,55.59,0.38,0.26
E01013851,0.37,0.25,1.48,58.29,24.35,1.69,9.77,3.21,22.9,13.54,35.16,57.23,59.36,0.53,0.42
E01013852,0.22,0.19,1.22,43.63,15.71,0.9,27.96,32.16,19.56,3.23,28.19,39.23,48.03,0.3,0.29
E01013853,0.19,0.15,0.75,47.1,12.5,1.08,27.4,29.56,23.07,3.51,21.5,44.44,49.77,0.26,0.2
E01013854,0.25,0.18,0.9,58.1,19.64,1.55,17.78,21.37,10.59,12.04,27.24,56.42,59.79,0.39,0.23
E01013855,0.37,0.17,0.92,77.18,21.61,1.39,18.34,6.83,41.36,14.01,29.21,89.99,64.36,0.56,0.33
E01013856,0.28,0.15,1.09,53.26,16.62,0.69,13.98,14.24,13.47,9.65,23.59,54.28,52.24,0.43,0.31
E01013857,0.23,0.15,1.03,61.74,20.04,1.5,16.76,15.33,19.62,3.97,36.1,58.22,65.25,0.32,0.37
E01013858,0.25,0.17,0.98,56.67,12.68,0.79,22.07,17.07,32.07,5.93,19.43,44.24,69.11,0.42,0.21
E01013859,0.31,0.24,1.74,39.23,20.15,0.16,20.87,12.6,37.41,20.63,19.67,34.83,43.63,0.23,0.49
E01013860,0.31,0.23,1.3,35.44,13.84,-0.08,10.79,4.4,23.56,7.54,20.15,36.02,34.86,0.37,0.38
E01013861,0.41,0.31,2.08,74.87,16.9,0.59,5.43,1.74,12.82,11.21,22.58,73.24,76.5,0.46,0.46
E01013862,0.36,0.18,1.13,54.85,24.8,0.58,15.97,6.01,35.9,22.77,26.83,55.37,54.33,0.51,0.36
E01013863,0.19,0.12,0.61,31.04,14.41,0.52,14.37,10.57,21.98,8.53,20.3,33.42,28.65,0.3,0.25
E01013864,0.39,0.23,0.87,55.06,19.26,2.06,9.98,3.45,23.02,11.57,26.95,54.61,55.51,0.6,0.29
E01013865,0.32,0.22,1.17,62.84,13.92,1.47,22.18,21.49,23.58,4.11,23.72,55.98,69.71,0.38,0.37
E01013866,0.29,0.2,1.08,61.97,17.49,1.28,32.41,15.29,66.66,10.09,24.9,58.38,65.56,0.42,0.38
E01013867,0.3,0.17,0.95,73.95,15.29,1.04,13.74,10.64,19.95,5.12,25.45,65.19,82.71,0.43,0.34
E01013868,0.39,0.25,1.55,81.36,15.84,1.08,18.82,10.68,35.09,9.63,22.04,74.79,87.92,0.56,0.4
E01013869,0.2,0.15,1.25,43.82,31.45,1.8,33.5,9.98,80.52,26.96,35.93,58.47,29.17,0.46,0.4
E01013870,0.27,0.14,1.16,41.66,26.04,0.19,19.77,15.1,29.1,16,36.08,64.02,19.31,0.55,0.46
E01013871,0.36,0.2,1.4,52.21,18.17,1.41,29.47,8.04,72.33,2.72,33.62,60.85,43.57,0.57,0.56
E01013872,0.26,0.13,0.99,39.98,19.38,1.03,16.6,9.24,31.33,7.28,31.48,51.49,28.47,0.44,0.49
E01013873,0.27,0.11,0.97,38.82,14.48,0.75,28.83,34.81,16.88,3.01,25.96,62.72,14.92,0.56,0.45
E01013874,0.15,0.08,0.43,23.56,20.33,1.25,38.51,29.72,56.09,14.69,25.98,36.52,10.6,0.39,0.17
E01013875,0.07,0.08,0.09,22.34,21.87,-0.45,11.68,5.55,23.93,24.34,19.4,16.54,28.14,0.08,0.12
E01013876,0.35,0.25,1.8,49.51,26.43,1.67,17.13,15.07,21.25,26.45,26.41,40.47,58.56,0.49,0.38
E01013877,0.46,0.29,1.87,94.42,22.01,2.04,23.21,8.97,51.68,11.89,32.13,92.39,96.45,0.63,0.42
E01013878,0.34,0.2,1.21,55.59,19.7,1.5,14.45,4.36,34.63,8.88,30.53,53.07,58.12,0.49,0.28
E01013879,0.33,0.22,1.77,85.2,21.29,1.45,18.38,7.5,40.13,9.74,32.84,85.21,85.18,0.41,0.51
E01013880,0.32,0.2,1.83,71.28,21.22,1.19,6.23,3.31,12.08,16.7,25.73,58.21,84.35,0.47,0.41
E01013881,0.31,0.2,1.26,80.38,16.49,1.01,12.76,8.97,20.32,3.71,29.27,85.9,74.86,0.48,0.31
E01013882,0.28,0.19,0.95,53.48,16.36,1.53,26.97,22.87,35.17,12.72,20.01,41.97,64.99,0.4,0.32
E01013883,0.26,0.17,0.9,47.34,34.34,0.53,4.96,3.44,7.99,38.24,30.44,50.45,44.24,0.39,0.29
E01013884,0.32,0.2,1.01,63.29,32.4,0.68,11.59,9.52,15.72,30.31,34.48,69.32,57.26,0.51,0.35
E01013885,0.32,0.21,1.3,65.54,20.73,2.14,33.97,30.56,40.79,14.12,27.34,77.65,53.42,0.51,0.32
E01013886,0.2,0.16,0.93,33.14,21.59,1.1,18.33,12.39,30.21,22.32,20.85,28.02,38.26,0.32,0.23
E01013887,0.08,0.1,0.19,21.56,13.85,0.29,4.41,2.22,8.79,11.44,16.26,14.77,28.35,0.12,0.11
E01013888,0.16,0.12,0.73,34.51,13.22,0.87,19.27,16.71,24.39,4.11,22.33,35.86,33.17,0.23,0.19
E01013889,0.13,0.11,0.52,24.06,14.81,0.81,17.86,5.62,42.33,17.65,11.98,18.85,29.27,0.22,0.15
E01013890,0.09,0.1,0.32,23.69,12.03,0.12,31.55,37.62,19.41,6.21,17.85,18.43,28.95,0.14,0.14
E01013891,0.27,0.2,1.29,60.63,17.31,0.83,15.08,8.72,27.78,7.47,27.14,58.33,62.94,0.42,0.34
E01013892,0.07,0.1,0.35,13.75,16.7,-1.28,9.52,2.12,24.32,17.09,16.32,6.9,20.6,0.08,0.09
E01013893,0.31,0.17,0.9,63.23,24.87,1.99,11.13,6.9,19.59,16.49,33.24,78.98,47.49,0.43,0.33
E01013894,0.12,0.1,0.57,25.8,17.36,0.3,8.57,2.75,20.21,15.99,18.74,23.16,28.44,0.26,0.12
E01013895,0.06,0.07,0.09,16.36,40.02,-0.42,8.38,3.09,18.96,62.26,17.78,10.92,21.81,0.08,0.08
E01013896,0.28,0.19,1.36,59.04,19.48,0.7,20.65,17.05,27.85,12.16,26.81,50.07,68.02,0.49,0.29
E01013897,0.19,0.13,1.03,44.44,15.75,1.01,34.11,40.35,21.63,8.46,23.04,37.78,51.09,0.3,0.21
E01013898,0.11,0.06,0.88,52.8,28.6,0.38,19.91,23.81,12.12,27.49,29.7,51.45,54.14,0.29,0.28
E01013899,0.2,0.11,0.8,62.32,18.07,0.84,22.23,20.37,25.94,11.48,24.66,48.21,76.44,0.32,0.29
E01013900,0.19,0.15,1.23,65.01,23.29,1.22,20.96,22.22,18.45,21.57,25,60.46,69.55,0.26,0.28
E01013901,0.04,0.06,0.09,4,15.52,0.15,31.16,11.76,69.97,10.95,20.1,3.07,4.93,0.04,0.06
E01013902,0.07,0.08,0.24,14.12,33,0.03,12.06,8.46,19.27,48.36,17.63,10.31,17.93,0.07,0.12
E01013903,0.13,0.09,0.36,25.82,18.7,0.87,15.79,8.57,30.24,19.05,18.35,18.26,33.38,0.22,0.14
E01013904,0.19,0.13,0.98,51.84,15.83,0.27,20.02,21.2,17.66,6.93,24.73,49.6,54.08,0.28,0.24
